user_id,track_name,artist_name,genre,source,score
72-599-8541,spinning dub,the revolutionaries,reggae,SVD,0.29507753285264515
97-063-1303,hip hop,joell ortiz,hip hop,SVD,1.89678437354205
97-063-1303,hop out,yung lean,hip hop,SVD,1.0064013493258768
97-063-1303,real hip hop,dj tomekk,hip hop,SVD,0.9490274743446094
97-063-1303,nobody beats the biz,biz markie,hip hop,SVD,0.9453320514106022
97-063-1303,6 'n the mornin',ice-t,hip hop,SVD,0.9448306372339349
97-063-1303,gangsta,"royce da 5'9""",hip hop,SVD,0.8668650867878153
97-063-1303,i hip hop,thundamentals,hip hop,SVD,0.8614757320056133
97-063-1303,the rent is too damn high,armand hammer,hip hop,SVD,0.8450857180340564
97-063-1303,intro,todd rundgren,pop,SVD,0.8387966005928851
97-063-1303,be ur man,blackface,hip hop,SVD,0.8205752033822439
72-690-1518,going thru the motions,joe budden,hip hop,SVD,1.3679309103138222
72-690-1518,still strugglin',raekwon,hip hop,SVD,1.2593573952346029
72-690-1518,karma,ajr,rock,SVD,1.21806470228419
72-690-1518,hop out,yung lean,hip hop,SVD,1.1960157635189435
72-690-1518,so-called coloured folks,black noise,hip hop,SVD,1.1398127854556679
72-690-1518,workin em,lil wayne,hip hop,SVD,1.1076909583799737
72-690-1518,"comments from big ""l"" and showbiz",diamond & the psychotic neurotics,hip hop,SVD,1.1032772826130215
72-690-1518,the style you haven't done yet,boogie down productions,hip hop,SVD,1.0995124708451511
72-690-1518,"rudeboy salute (feat. buju banton, big pun and fat joe)",terror squad,hip hop,SVD,1.0750324277235501
72-690-1518,hop off,nnamdi ogbonnaya,hip hop,SVD,1.0334760586682687
38-299-9327,save me,wilson pickett,pop,SVD,0.6097086654164523
38-299-9327,if you go away,dusty springfield,pop,SVD,0.5699943376459383
38-299-9327,gentle on my mind,glen campbell,pop,SVD,0.5553399403324956
38-299-9327,superposition,daniel caesar,pop,SVD,0.548286212520369
38-299-9327,time after time,cyndi lauper,pop,SVD,0.5047496981422128
38-299-9327,tonight,johnny mathis,pop,SVD,0.4870374829968118
38-299-9327,my foolish heart,lesley gore,pop,SVD,0.46136963531469255
38-299-9327,in my room,the beach boys,pop,SVD,0.45592224104380114
38-299-9327,ends of the earth,lord huron,pop,SVD,0.4446835885657522
38-299-9327,it's impossible,perry como,pop,SVD,0.41589024585816525
48-486-1159,black betty,lead belly,blues,SVD,0.24880398071978232
48-486-1159,run for cover,the dells,blues,SVD,0.23780909208157197
48-486-1159,tonight,johnny mathis,pop,SVD,0.22043809947161427
48-486-1159,johnny b. goode,chuck berry,blues,SVD,0.1984022424421731
48-486-1159,fever,madonna,pop,SVD,0.1937002047998558
48-486-1159,the sky is crying,elmore james,blues,SVD,0.16470753212881875
48-486-1159,how long,ace,pop,SVD,0.16113845433338567
48-486-1159,love me or leave me,little mix,pop,SVD,0.16061370964803567
48-486-1159,true love,ricky nelson,pop,SVD,0.1548532969211581
48-486-1159,winter wonderland,johnny mathis,pop,SVD,0.1518847014017855
78-796-5597,night and day,ella fitzgerald,blues,SVD,0.8340580552319152
78-796-5597,winter wonderland,johnny mathis,pop,SVD,0.8185063354056814
78-796-5597,in the garden,perry como,pop,SVD,0.7932419653274302
78-796-5597,run,hozier,pop,SVD,0.7291718843557231
78-796-5597,fantasy,mariah carey,pop,SVD,0.701183809861149
78-796-5597,cold,annie lennox,pop,SVD,0.6751306262951668
78-796-5597,good times,sam cooke,pop,SVD,0.6713230975001959
78-796-5597,tell me why,wynonna,country,SVD,0.6028328068930235
78-796-5597,better off dead,wipers,blues,SVD,0.5741686263316041
78-796-5597,(ghost) riders in the sky,sons of the pioneers,country,SVD,0.5545706756165967
22-134-5212,goodbye,mary hopkin,pop,SVD,1.1848641246813822
22-134-5212,blue skies,les paul,pop,SVD,1.0979643701942479
22-134-5212,moonglow,jerry vale,pop,SVD,0.8669189113781566
22-134-5212,i can't stand the rain,tina turner,pop,SVD,0.8316036650643689
22-134-5212,time,nancy sinatra,pop,SVD,0.7701130422708994
22-134-5212,walking away,information society,pop,SVD,0.7596522670247496
22-134-5212,lies,nancy sinatra,pop,SVD,0.7450797499759422
22-134-5212,black betty,lead belly,blues,SVD,0.7253676003424468
22-134-5212,making believe,emmylou harris,pop,SVD,0.7195783341720688
22-134-5212,busted,johnny cash,country,SVD,0.6900831445912112
98-709-8278,i've got you under my skin,shirley bassey,pop,SVD,1.1963817516195383
98-709-8278,lies,nancy sinatra,pop,SVD,1.1695357328742735
98-709-8278,money,michael jackson,pop,SVD,1.121070685006739
98-709-8278,in the garden,perry como,pop,SVD,1.023578501315545
98-709-8278,tonight,johnny mathis,pop,SVD,0.9959821991142738
98-709-8278,it's great to be alive,johnny mercer,jazz,SVD,0.9880413656581746
98-709-8278,stardust,johnny mathis,pop,SVD,0.9831548344629293
98-709-8278,sanctuary,nashville cast,country,SVD,0.9681472576801614
98-709-8278,revolution,authority zero,pop,SVD,0.9591353775288292
98-709-8278,come back to me,uriah heep,blues,SVD,0.9161927771119059
44-847-5710,freestyle,tormento,hip hop,SVD,0.9951656631631356
44-847-5710,intro,todd rundgren,pop,SVD,0.9689676427991789
44-847-5710,why oh why,blackface,hip hop,SVD,0.9371613500665964
44-847-5710,real hip hop,dj tomekk,hip hop,SVD,0.9362945144221456
44-847-5710,hop off,nnamdi ogbonnaya,hip hop,SVD,0.7660695996419098
44-847-5710,thug story,black rob,hip hop,SVD,0.7628386169772268
44-847-5710,la forza del mondo,chef ragoo,hip hop,SVD,0.7005278987286351
44-847-5710,sickalicious (feat. missy elliott),fabolous,hip hop,SVD,0.671740652458961
44-847-5710,crazy,kenny rogers,country,SVD,0.6455337164805095
44-847-5710,feel my flow,black noise,hip hop,SVD,0.6389318153534209
41-504-2639,night and day,ella fitzgerald,blues,SVD,0.3898329155249504
41-504-2639,smile,neil sedaka,pop,SVD,0.32503753794431706
41-504-2639,runaway,del shannon,pop,SVD,0.3087982516574286
41-504-2639,winter wonderland,johnny mathis,pop,SVD,0.2640031731368097
41-504-2639,fly me to the moon,brenda lee,pop,SVD,0.25971512808919195
41-504-2639,stardust,johnny mathis,pop,SVD,0.2500547233658112
41-504-2639,falling in love with love,cannonball adderley,blues,SVD,0.24708193315718596
41-504-2639,unchained melody,harry belafonte,pop,SVD,0.23847681680071858
41-504-2639,love is here to stay,billie holiday,blues,SVD,0.23683382344116627
41-504-2639,you'd be so nice to come home to,nina simone,blues,SVD,0.23337947026944786
79-077-5801,thank you,bonnie raitt,pop,SVD,1.2568557207389628
79-077-5801,falling in love with love,cannonball adderley,blues,SVD,1.2149541544379974
79-077-5801,on my own,three days grace,pop,SVD,1.1788980632157526
79-077-5801,the old rugged cross,ray price,country,SVD,1.155614261287286
79-077-5801,the man who couldn't cry,loudon wainwright iii,country,SVD,0.9759321837416834
79-077-5801,all the things you are,dion & the belmonts,pop,SVD,0.9220634131832947
79-077-5801,shanalala,white denim,blues,SVD,0.9208203974433469
79-077-5801,black betty,lead belly,blues,SVD,0.9127028666692687
79-077-5801,it ain't necessarily so,bobby darin,pop,SVD,0.9060543507972516
79-077-5801,war,frankie goes to hollywood,pop,SVD,0.8699451277273735
44-417-8421,true love,ricky nelson,pop,SVD,0.3098940035906256
44-417-8421,winter wonderland,johnny mathis,pop,SVD,0.20439182267206815
44-417-8421,love me or leave me,little mix,pop,SVD,0.185896574711656
44-417-8421,blue skies,les paul,pop,SVD,0.17632122746187515
44-417-8421,how long,ace,pop,SVD,0.17055640659932433
44-417-8421,run for cover,the dells,blues,SVD,0.16493130733591846
44-417-8421,fever,madonna,pop,SVD,0.15301299844936225
44-417-8421,the sky is crying,elmore james,blues,SVD,0.14767958878668153
44-417-8421,a song for you,andy williams,pop,SVD,0.14596926481443703
44-417-8421,hands up,lloyd banks,pop,SVD,0.14108740100783074
70-062-0757,hop out,yung lean,hip hop,SVD,1.4160130897651702
70-062-0757,intro,todd rundgren,pop,SVD,1.3895258176201597
70-062-0757,la forza del mondo,chef ragoo,hip hop,SVD,0.9963785301885556
70-062-0757,real hip hop,dj tomekk,hip hop,SVD,0.9676050110825587
70-062-0757,fast life,ghostface killah,hip hop,SVD,0.9167110026868424
70-062-0757,hip-hop ride,da youngsta's,hip hop,SVD,0.8931306390059416
70-062-0757,love.,kendrick lamar,hip hop,SVD,0.8679794317596865
70-062-0757,how you like me now (re-recorded / remastered),special ed,hip hop,SVD,0.8582461663220715
70-062-0757,this life,snoop dogg,hip hop,SVD,0.8575718002138667
70-062-0757,you should know,the marvelettes,pop,SVD,0.845055452338785
55-428-3621,teach me tonight,brenda lee,pop,SVD,0.9583186556672092
55-428-3621,change,john waite,pop,SVD,0.9376037268182764
55-428-3621,vaya con dios,freddy fender,pop,SVD,0.9128828800653311
55-428-3621,hold it down feat. method man,dj jazzy jeff,hip hop,SVD,0.9099592973138997
55-428-3621,stay with me,faces,pop,SVD,0.9041323684884021
55-428-3621,do nothin' till you hear from me,nina simone,blues,SVD,0.8878477884623615
55-428-3621,goodbye,mary hopkin,pop,SVD,0.8617239585489911
55-428-3621,true love,ricky nelson,pop,SVD,0.8324333669079673
55-428-3621,work,gang starr,pop,SVD,0.7866911528327204
55-428-3621,a lover's concerto,the supremes,pop,SVD,0.7697789572529848
40-374-4778,night and day,ella fitzgerald,blues,SVD,0.73510767272803
40-374-4778,time after time,cyndi lauper,pop,SVD,0.5372176641846987
40-374-4778,all the things you are,dion & the belmonts,pop,SVD,0.5186752390165467
40-374-4778,the good life,bobby darin,pop,SVD,0.5184001681714747
40-374-4778,you go to my head,linda ronstadt,country,SVD,0.4792094680809025
40-374-4778,do nothin' till you hear from me,nina simone,blues,SVD,0.45914588999166905
40-374-4778,home,sheryl crow,pop,SVD,0.4411530789979125
40-374-4778,love is here to stay,billie holiday,blues,SVD,0.4351680048184352
40-374-4778,i was doing all right,ella fitzgerald,blues,SVD,0.4320244694381987
40-374-4778,i've got you under my skin,shirley bassey,pop,SVD,0.4203609345314192
54-282-4032,hold on,en vogue,pop,SVD,0.14844085578159277
54-282-4032,as time goes by,the flamingos,pop,SVD,0.1400849579386867
54-282-4032,cold,annie lennox,pop,SVD,0.13883705259201612
54-282-4032,a song for you,andy williams,pop,SVD,0.13762317723836467
54-282-4032,run,hozier,pop,SVD,0.1349561098507381
54-282-4032,suffocate,j. holiday,pop,SVD,0.13428027187702088
54-282-4032,so far away,carole king,pop,SVD,0.12885615015481158
54-282-4032,look what you've done,bread,pop,SVD,0.12434240415183426
54-282-4032,i can't make you love me,bonnie raitt,pop,SVD,0.12354282269631457
54-282-4032,promises,the cranberries,pop,SVD,0.12227786432503512
25-811-0971,hip hop,joell ortiz,hip hop,SVD,1.2272753960039304
25-811-0971,hop out,yung lean,hip hop,SVD,0.7532424280854828
25-811-0971,i get high,lloyd banks,hip hop,SVD,0.5754578623190493
25-811-0971,fast life,ghostface killah,hip hop,SVD,0.5486791251138311
25-811-0971,hip hop's cool again,oddisee,hip hop,SVD,0.51826279655483
25-811-0971,rock dis funky joint,poor righteous teachers,hip hop,SVD,0.4997217696955776
25-811-0971,freestyle,tormento,hip hop,SVD,0.4964705578244669
25-811-0971,intro,todd rundgren,pop,SVD,0.496021201378132
25-811-0971,rappers on deck,aceyalone,hip hop,SVD,0.48768099953118355
25-811-0971,live on stage,dilated peoples,hip hop,SVD,0.48708708234915726
39-619-0167,without you,badfinger,pop,SVD,0.238237377376501
39-619-0167,everyday,lucy pearl,pop,SVD,0.21186400736159602
39-619-0167,change,john waite,pop,SVD,0.19336080779615014
39-619-0167,your cheatin' heart,frankie laine,pop,SVD,0.1887491275482548
39-619-0167,time after time,cyndi lauper,pop,SVD,0.18858600836850956
39-619-0167,as time goes by,the flamingos,pop,SVD,0.18595552811765503
39-619-0167,hold on,en vogue,pop,SVD,0.18292299629050715
39-619-0167,winter wonderland,johnny mathis,pop,SVD,0.1799505615734612
39-619-0167,cry,johnnie ray,pop,SVD,0.17385204865677942
39-619-0167,angel,sarah mclachlan,pop,SVD,0.16995354176656277
34-652-9435,without you,badfinger,pop,SVD,0.7779170561521
34-652-9435,amazing grace,joan baez,pop,SVD,0.7613204270683684
34-652-9435,true love,ricky nelson,pop,SVD,0.7491867735582618
34-652-9435,lies,nancy sinatra,pop,SVD,0.6946825943761701
34-652-9435,yesterday,perry como,pop,SVD,0.6687493258185266
34-652-9435,time after time,cyndi lauper,pop,SVD,0.6458114154704153
34-652-9435,in my life,judy collins,pop,SVD,0.6129065321779388
34-652-9435,blue christmas,johnny mathis,pop,SVD,0.5687193216175005
34-652-9435,just friends,bobby darin,pop,SVD,0.5388705762963436
34-652-9435,the old rugged cross,ray price,country,SVD,0.5214854688021046
54-479-0152,i'll try,lefty frizzell,country,SVD,0.7084291866201247
54-479-0152,tonight,johnny mathis,pop,SVD,0.6125488366119669
54-479-0152,san antonio rose,carl smith,country,SVD,0.5934249637495705
54-479-0152,danny boy,jackie wilson,pop,SVD,0.5626840260053376
54-479-0152,the old rugged cross,ray price,country,SVD,0.5617722976598679
54-479-0152,life goes on,johnny cash,country,SVD,0.540469605632158
54-479-0152,i never go around mirrors,willie nelson,country,SVD,0.5324367553512082
54-479-0152,in the jailhouse now,willie nelson,country,SVD,0.5231823997442151
54-479-0152,save me,wilson pickett,pop,SVD,0.521316665564745
54-479-0152,sea of heartbreak,the searchers,pop,SVD,0.5193192074980397
76-526-3957,hop out,yung lean,hip hop,SVD,0.6756407112170315
76-526-3957,intro,todd rundgren,pop,SVD,0.5507136904154973
76-526-3957,why oh why,blackface,hip hop,SVD,0.46445486497711636
76-526-3957,freestyle,tormento,hip hop,SVD,0.4538514970925323
76-526-3957,feel my flow,black noise,hip hop,SVD,0.4162726776481396
76-526-3957,asshole don't fuck with us (karioli min ta valies me mas),zontanoi nekroi,hip hop,SVD,0.41037878385794735
76-526-3957,the rent is too damn high,armand hammer,hip hop,SVD,0.3983164596987352
76-526-3957,ghostface x-mas,ghostface killah,hip hop,SVD,0.3925987027562117
76-526-3957,pride,grace jones,pop,SVD,0.3826707972613066
76-526-3957,i hip hop,thundamentals,hip hop,SVD,0.37067869422304645
87-329-3857,night and day,ella fitzgerald,blues,SVD,0.6441809746380881
87-329-3857,smile,neil sedaka,pop,SVD,0.628491311759465
87-329-3857,winter wonderland,johnny mathis,pop,SVD,0.5288332492793412
87-329-3857,lush life,rickie lee jones,country,SVD,0.45252694302944685
87-329-3857,when i fall in love,johnny mathis,pop,SVD,0.45142857314601514
87-329-3857,love is here to stay,billie holiday,blues,SVD,0.4297622450676327
87-329-3857,you and i,michael bublé,pop,SVD,0.4148245029073149
87-329-3857,i wish you love,sam cooke,pop,SVD,0.40268943616654607
87-329-3857,true love,ricky nelson,pop,SVD,0.3913054086268288
87-329-3857,money,michael jackson,pop,SVD,0.37421959153514056
88-762-5189,yesterday,perry como,pop,SVD,0.6941446887120507
88-762-5189,change,john waite,pop,SVD,0.6916291292153322
88-762-5189,your cheatin' heart,frankie laine,pop,SVD,0.6187534804784313
88-762-5189,you belong to me,elvis costello & the attractions,pop,SVD,0.48990173789418767
88-762-5189,time after time,cyndi lauper,pop,SVD,0.42375004985478354
88-762-5189,blue christmas,johnny mathis,pop,SVD,0.41447060204863145
88-762-5189,i'll never smile again,the platters,pop,SVD,0.3858044011704476
88-762-5189,cry,johnnie ray,pop,SVD,0.38496749616575987
88-762-5189,in my life,judy collins,pop,SVD,0.38223082835708355
88-762-5189,when i'm gone,wiz khalifa,pop,SVD,0.37287909778449346
