user_id,track_name,artist_name,rating,timestamp
26-717-4055,sentimental lady,fleetwood mac,3,2024-12-05 14:25:22.660785
26-717-4055,smoke gets in your eyes,sarah vaughan,3,2024-12-05 14:25:22.660806
26-717-4055,a heart like hers,george strait,4,2024-12-05 14:25:22.660826
26-717-4055,house party,sam hunt,4,2024-12-05 14:25:22.660846
57-554-3247,astronomy domine,voivod,4,2024-12-05 14:25:22.661265
57-554-3247,i died inside,lesley gore,3,2024-12-05 14:25:22.661288
57-554-3247,saving my heart,yes,5,2024-12-05 14:25:22.661309
57-554-3247,sgt. baker,primus,5,2024-12-05 14:25:22.661329
57-554-3247,you got it,roy orbison,3,2024-12-05 14:25:22.661349
26-888-4563,prelude 12/21,afi,3,2024-12-05 14:25:22.661756
26-888-4563,good times,sam cooke,5,2024-12-05 14:25:22.661778
26-888-4563,paradise,herbie hancock,5,2024-12-05 14:25:22.661799
26-888-4563,love me right,lavern baker,5,2024-12-05 14:25:22.661819
26-888-4563,cemetary gates,between the buried and me,3,2024-12-05 14:25:22.661838
71-426-2861,when i fall in love,johnny mathis,5,2024-12-05 14:25:22.662250
71-426-2861,keep my motor runnin',eddie money,5,2024-12-05 14:25:22.662272
71-426-2861,little dark age,mgmt,3,2024-12-05 14:25:22.662293
71-426-2861,i wound easy (but i heal fast),tammy wynette,3,2024-12-05 14:25:22.662313
71-426-2861,i think it's time she learned,waylon jennings,4,2024-12-05 14:25:22.662332
72-599-8541,too young to fall in love,mötley crüe,4,2024-12-05 14:25:22.662739
72-599-8541,poema,los hermanos arriagada,3,2024-12-05 14:25:22.662761
72-599-8541,little did you know,the techniques,5,2024-12-05 14:25:22.662782
72-599-8541,i'm good,johnny winter,3,2024-12-05 14:25:22.662802
72-599-8541,squeeze breast,mavado,5,2024-12-05 14:25:22.662821
97-063-1303,king of the streets,ace hood,5,2024-12-05 14:25:22.663230
97-063-1303,riptide,pacific dub,4,2024-12-05 14:25:22.663252
97-063-1303,her man,waylon jennings,5,2024-12-05 14:25:22.663272
97-063-1303,lonely in the night,eric johnson,5,2024-12-05 14:25:22.663291
97-063-1303,low life,jamie n commons,5,2024-12-05 14:25:22.663311
72-690-1518,for you,tracy chapman,4,2024-12-05 14:25:22.663716
72-690-1518,christine’s tune,the flying burrito brothers,3,2024-12-05 14:25:22.663739
72-690-1518,arrows,vampire weekend,5,2024-12-05 14:25:22.663760
72-690-1518,get ur freak on,missy elliott,3,2024-12-05 14:25:22.663780
72-690-1518,remember when,alan jackson,4,2024-12-05 14:25:22.663799
38-299-9327,don't ask the reason why,restless heart,4,2024-12-05 14:25:22.664207
38-299-9327,dancin' with tears in my eyes,carole king,3,2024-12-05 14:25:22.664229
38-299-9327,child of innocence,kansas,5,2024-12-05 14:25:22.664249
38-299-9327,early in the mornin',b.b. king,3,2024-12-05 14:25:22.664269
38-299-9327,he don't love you [like i love you],tony orlando & dawn,3,2024-12-05 14:25:22.664288
48-486-1159,so rebel,fortunate youth,3,2024-12-05 14:25:22.664696
48-486-1159,loving you is sweeter than ever,susan tedeschi,5,2024-12-05 14:25:22.664719
48-486-1159,turn it into something good,"earth, wind & fire",4,2024-12-05 14:25:22.664739
48-486-1159,hypnosis theme,wax tailor,4,2024-12-05 14:25:22.664759
48-486-1159,all the way,new order,4,2024-12-05 14:25:22.664778
78-796-5597,azalea,deeb,5,2024-12-05 14:25:22.665188
78-796-5597,fool for a night,andy gibb,3,2024-12-05 14:25:22.665212
78-796-5597,sonny got caught in the moonlight,robbie robertson,3,2024-12-05 14:25:22.665233
78-796-5597,the distance between us,marshall crenshaw,4,2024-12-05 14:25:22.665254
78-796-5597,god must have my fortune laid away,johnny cash,4,2024-12-05 14:25:22.665273
22-134-5212,non-stop home,weather report,5,2024-12-05 14:25:22.665681
22-134-5212,burn,chris young,3,2024-12-05 14:25:22.665703
22-134-5212,let's have a party,wanda jackson,4,2024-12-05 14:25:22.665724
22-134-5212,guide for the married man,the turtles,4,2024-12-05 14:25:22.665743
22-134-5212,late bar,duran duran,5,2024-12-05 14:25:22.665762
98-709-8278,w.o.m.a.n.,etta james,3,2024-12-05 14:25:22.666176
98-709-8278,nottamun town,fairport convention,4,2024-12-05 14:25:22.666201
98-709-8278,i know i can't forget,dean martin,5,2024-12-05 14:25:22.666223
98-709-8278,"love me, love me",ben e. king,5,2024-12-05 14:25:22.666243
98-709-8278,room of the faded moon,current swell,5,2024-12-05 14:25:22.666262
44-847-5710,that's the way it goes,the manhattan transfer,4,2024-12-05 14:25:22.666668
44-847-5710,a christmas camel,procol harum,3,2024-12-05 14:25:22.666691
44-847-5710,i can hear music,the beach boys,4,2024-12-05 14:25:22.666712
44-847-5710,milkshake,kelis,5,2024-12-05 14:25:22.666731
44-847-5710,re-ignition,bad brains,5,2024-12-05 14:25:22.666750
41-504-2639,the big gloom,have a nice life,5,2024-12-05 14:25:22.667152
41-504-2639,keep me,the black keys,5,2024-12-05 14:25:22.667175
41-504-2639,ever be,aaron shust,3,2024-12-05 14:25:22.667195
41-504-2639,we are the world,luciano pavarotti,3,2024-12-05 14:25:22.667215
41-504-2639,busta's lament,a tribe called quest,4,2024-12-05 14:25:22.667234
79-077-5801,between angels and insects,papa roach,3,2024-12-05 14:25:22.667640
79-077-5801,find my way / finale,laura bell bundy,3,2024-12-05 14:25:22.667662
79-077-5801,"god rest ye merry, gentlemen",nat king cole,5,2024-12-05 14:25:22.667682
79-077-5801,heart and soul,huey lewis & the news,5,2024-12-05 14:25:22.667702
79-077-5801,inglan is a bitch,linton kwesi johnson,3,2024-12-05 14:25:22.667721
44-417-8421,i'm a ramblin' man,waylon jennings,4,2024-12-05 14:25:22.668117
44-417-8421,kinky love,pale saints,3,2024-12-05 14:25:22.668137
44-417-8421,steal you away,randy rogers band,4,2024-12-05 14:25:22.668155
44-417-8421,one thing leads to another,the fixx,4,2024-12-05 14:25:22.668173
44-417-8421,1969,the vines,5,2024-12-05 14:25:22.668190
70-062-0757,give that love to me,ray campi,4,2024-12-05 14:25:22.668917
70-062-0757,"hot love, cold world",bob welch,4,2024-12-05 14:25:22.668950
70-062-0757,horizons,puscifer,3,2024-12-05 14:25:22.668970
70-062-0757,once upon a time,dan fogelberg,4,2024-12-05 14:25:22.668989
70-062-0757,sin,nine inch nails,4,2024-12-05 14:25:22.669008
55-428-3621,outside,the ziggens,4,2024-12-05 14:25:22.669440
55-428-3621,smokey joe's cafe,buddy holly,3,2024-12-05 14:25:22.669463
55-428-3621,holiday (feat. phiness),naughty by nature,5,2024-12-05 14:25:22.669483
55-428-3621,blue in green (take 3),bill evans,3,2024-12-05 14:25:22.669502
55-428-3621,the sky is crying,eric clapton,5,2024-12-05 14:25:22.669521
40-374-4778,you take my breath away,minnie riperton,3,2024-12-05 14:25:22.669907
40-374-4778,where do i go to throw a picture away,jim reeves,4,2024-12-05 14:25:22.669929
40-374-4778,for all we know,wynton marsalis,4,2024-12-05 14:25:22.669947
40-374-4778,man in the trunk,young dro,3,2024-12-05 14:25:22.669966
40-374-4778,just my luck,the heavy,5,2024-12-05 14:25:22.669984
54-282-4032,just for you,david sanborn,4,2024-12-05 14:25:22.670364
54-282-4032,save a seat for me,b.b. king,3,2024-12-05 14:25:22.670385
54-282-4032,spend my time,clint black,4,2024-12-05 14:25:22.670403
54-282-4032,fun and games,kelsea ballerini,4,2024-12-05 14:25:22.670421
54-282-4032,i'll sleep when i'm dead,set it off,5,2024-12-05 14:25:22.670439
25-811-0971,lose my breath,my bloody valentine,3,2024-12-05 14:25:22.670824
25-811-0971,dreamin (with blackbear),the score,4,2024-12-05 14:25:22.670846
25-811-0971,real real,nina simone,3,2024-12-05 14:25:22.670866
25-811-0971,calico skies,paul mccartney,4,2024-12-05 14:25:22.670885
25-811-0971,just what i am,kid cudi,4,2024-12-05 14:25:22.670906
39-619-0167,words and music,porter wagoner,4,2024-12-05 14:25:22.671282
39-619-0167,step into my life,incognito,4,2024-12-05 14:25:22.671304
39-619-0167,horse latitudes,the doors,3,2024-12-05 14:25:22.671325
39-619-0167,basenji,musicmusicmusic,5,2024-12-05 14:25:22.671344
39-619-0167,when the tigers broke free,pink floyd,5,2024-12-05 14:25:22.671362
34-652-9435,10538 overture,electric light orchestra,3,2024-12-05 14:25:22.671741
34-652-9435,sculpture,skalpel,5,2024-12-05 14:25:22.671762
34-652-9435,you and me,hiroshima,3,2024-12-05 14:25:22.671781
34-652-9435,litany (life goes on),guadalcanal diary,4,2024-12-05 14:25:22.671800
34-652-9435,i can't let go,stephen stills,5,2024-12-05 14:25:22.671818
54-479-0152,black like a tar,richie spice,3,2024-12-05 14:25:22.672193
54-479-0152,closer to the edge,thirty seconds to mars,3,2024-12-05 14:25:22.672213
54-479-0152,pull the wool,g. love & special sauce,4,2024-12-05 14:25:22.672232
54-479-0152,that's as close as i'll get to loving you,aaron tippin,3,2024-12-05 14:25:22.672251
54-479-0152,"woman, woman",gary puckett & the union gap,4,2024-12-05 14:25:22.672268
76-526-3957,them heavy people,kate bush,5,2024-12-05 14:25:22.672649
76-526-3957,color me impressed,the replacements,3,2024-12-05 14:25:22.672671
76-526-3957,nothin' on you,cody johnson,5,2024-12-05 14:25:22.672691
76-526-3957,"endless, nameless",nirvana,4,2024-12-05 14:25:22.672710
76-526-3957,room to breathe,chase bryant,5,2024-12-05 14:25:22.672728
87-329-3857,run to me,bee gees,3,2024-12-05 14:25:22.673103
87-329-3857,when the levee breaks,a perfect circle,4,2024-12-05 14:25:22.673123
87-329-3857,i've grown accustomed to her face,nat king cole,4,2024-12-05 14:25:22.673141
87-329-3857,hit me with your best shot,pat benatar,5,2024-12-05 14:25:22.673158
87-329-3857,all this time,onerepublic,3,2024-12-05 14:25:22.673176
88-762-5189,psycho mafia,the fall,4,2024-12-05 14:25:22.673552
88-762-5189,i love you a thousand ways,willie nelson,3,2024-12-05 14:25:22.673573
88-762-5189,to susan on the west coast waiting,donovan,3,2024-12-05 14:25:22.673593
88-762-5189,midnight at the oasis,steve oliver,3,2024-12-05 14:25:22.673611
88-762-5189,calypso,robert randolph & the family band,4,2024-12-05 14:25:22.673629
66-333-1745,cover me again,cage the elephant,5,2024-12-05 14:25:22.673992
66-333-1745,the heist,one drop,4,2024-12-05 14:25:22.674012
66-333-1745,that's how i got to memphis,bobby bare,5,2024-12-05 14:25:22.674029
66-333-1745,nowhere to run,j.j. cale,4,2024-12-05 14:25:22.674046
66-333-1745,who's mad @ who,backini,5,2024-12-05 14:25:22.674063
05-959-6101,"crying, waiting, hoping",dave mason,3,2024-12-05 14:25:22.674414
05-959-6101,will you be mine,anita baker,4,2024-12-05 14:25:22.674434
05-959-6101,undercover,hiroshima,5,2024-12-05 14:25:22.674452
05-959-6101,panic station,muse,5,2024-12-05 14:25:22.674468
05-959-6101,what a price,johnny lee,4,2024-12-05 14:25:22.674484
48-556-0678,i'm ready for love,martha reeves & the vandellas,3,2024-12-05 14:25:22.674835
48-556-0678,walk on,billy currington,5,2024-12-05 14:25:22.674855
48-556-0678,are you happy?,the beau brummels,5,2024-12-05 14:25:22.674872
48-556-0678,switch,will smith,3,2024-12-05 14:25:22.674890
48-556-0678,would you be satisfied?,jean shepard,5,2024-12-05 14:25:22.674906
83-613-4035,my foolish heart,margaret whiting,5,2024-12-05 14:25:22.675256
83-613-4035,mothers of the disappeared,u2,4,2024-12-05 14:25:22.675275
83-613-4035,in binary,lamb,3,2024-12-05 14:25:22.675292
83-613-4035,"go to hell, for heaven's sake",bring me the horizon,3,2024-12-05 14:25:22.675309
83-613-4035,close together,steve miller band,4,2024-12-05 14:25:22.675326
85-223-3335,you never really wanted me,charlie rich,4,2024-12-05 14:25:22.675676
85-223-3335,runaway,jefferson starship,4,2024-12-05 14:25:22.675696
85-223-3335,slaughtered,pantera,5,2024-12-05 14:25:22.675713
85-223-3335,give a damn,"hank williams, jr.",4,2024-12-05 14:25:22.675729
85-223-3335,swim and sleep (like a shark),unknown mortal orchestra,4,2024-12-05 14:25:22.675746
00-533-9491,tender blue,everything but the girl,5,2024-12-05 14:25:22.676100
00-533-9491,sunny,georgie fame,3,2024-12-05 14:25:22.676119
00-533-9491,dream woman,tarrus riley,3,2024-12-05 14:25:22.676137
00-533-9491,give me (feat. noreaga),a tribe called quest,3,2024-12-05 14:25:22.676154
00-533-9491,sumthin',gramatik,5,2024-12-05 14:25:22.676171
93-248-2905,ice ice baby,vanilla ice,3,2024-12-05 14:25:22.676525
93-248-2905,i got my game on,trace adkins,4,2024-12-05 14:25:22.676545
93-248-2905,dengue woman blues,jimmie vaughan,3,2024-12-05 14:25:22.676563
93-248-2905,going steady,death from above 1979,3,2024-12-05 14:25:22.676580
93-248-2905,don’t threaten me with a good time,thomas rhett,4,2024-12-05 14:25:22.676597
44-708-9370,pitiful,big maybelle,5,2024-12-05 14:25:22.676950
44-708-9370,as you turn away,lady antebellum,4,2024-12-05 14:25:22.676968
44-708-9370,rhythm nation,janet jackson,5,2024-12-05 14:25:22.676986
44-708-9370,i wish that i could fall in love today,barbara mandrell,4,2024-12-05 14:25:22.677002
44-708-9370,all downhill from here,new found glory,3,2024-12-05 14:25:22.677018
82-716-7213,charlie,red hot chili peppers,4,2024-12-05 14:25:22.677384
82-716-7213,oh my,ufo,5,2024-12-05 14:25:22.677405
82-716-7213,starship trooper,yes,4,2024-12-05 14:25:22.677423
82-716-7213,peace of mind,nina simone,4,2024-12-05 14:25:22.677441
82-716-7213,love how the gal flex,buju banton,4,2024-12-05 14:25:22.677458
57-651-6211,yesterday,kenny g,4,2024-12-05 14:25:22.677817
57-651-6211,toe cutter,thee oh sees,5,2024-12-05 14:25:22.677836
57-651-6211,loddy lo,chubby checker,4,2024-12-05 14:25:22.677854
57-651-6211,i've been known to cry,george jones,5,2024-12-05 14:25:22.677871
57-651-6211,live and die for hip hop,kris kross,3,2024-12-05 14:25:22.677995
26-167-5217,bodysnatchers,radiohead,3,2024-12-05 14:25:22.678370
26-167-5217,just a little boy (for chester burnett),swans,3,2024-12-05 14:25:22.678390
26-167-5217,21st century breakdown,green day,4,2024-12-05 14:25:22.678408
26-167-5217,when we all get to heaven,alan jackson,5,2024-12-05 14:25:22.678424
26-167-5217,take my hand for a while,glen campbell,4,2024-12-05 14:25:22.678440
39-715-4954,fixin' to die,widespread panic,5,2024-12-05 14:25:22.679269
39-715-4954,old times good times,stephen stills,4,2024-12-05 14:25:22.679328
39-715-4954,yours,blues traveler,4,2024-12-05 14:25:22.679355
39-715-4954,just dropped in,jerry lee lewis,3,2024-12-05 14:25:22.679380
39-715-4954,sealed with a kiss,shelley fabares,5,2024-12-05 14:25:22.679398
84-837-1048,hypocrite,cage the elephant,4,2024-12-05 14:25:22.679879
84-837-1048,with you everyday,beth hart,3,2024-12-05 14:25:22.679903
84-837-1048,even if it breaks your heart,eli young band,5,2024-12-05 14:25:22.679922
84-837-1048,dollar sign,vybz kartel,3,2024-12-05 14:25:22.679945
84-837-1048,dear john (i sent your saddle home),john prine,5,2024-12-05 14:25:22.679967
60-338-6003,(a rhyme) this time,al jarreau,4,2024-12-05 14:25:22.680511
60-338-6003,another place,hiroshima,5,2024-12-05 14:25:22.680545
60-338-6003,here come the warm jets,brian eno,5,2024-12-05 14:25:22.680568
60-338-6003,early in the morning,ray charles,3,2024-12-05 14:25:22.680590
60-338-6003,good brown gravy,joe diffie,5,2024-12-05 14:25:22.680609
83-388-6034,play with fire,the rolling stones,4,2024-12-05 14:25:22.681000
83-388-6034,a legend never dies,blackfoot,3,2024-12-05 14:25:22.681022
83-388-6034,boarding,orbient,3,2024-12-05 14:25:22.681041
83-388-6034,4ever,clairo,5,2024-12-05 14:25:22.681058
83-388-6034,i changed my mind,keyshia cole,4,2024-12-05 14:25:22.681080
19-133-6951,"stand still, look pretty",the wreckers,5,2024-12-05 14:25:22.681445
19-133-6951,two kinds of tear drops,del shannon,3,2024-12-05 14:25:22.681465
19-133-6951,charlie,red hot chili peppers,4,2024-12-05 14:25:22.681483
19-133-6951,boogie chillun,john lee hooker,3,2024-12-05 14:25:22.681500
19-133-6951,"cody, cody",the flying burrito brothers,5,2024-12-05 14:25:22.681517
13-385-5001,"i've seen all good people: a. your move, b. all good people",yes,5,2024-12-05 14:25:22.681872
13-385-5001,calling out to you,tedeschi trucks band,4,2024-12-05 14:25:22.681892
13-385-5001,optimistic,august greene,5,2024-12-05 14:25:22.681910
13-385-5001,christmas time is here,vince guaraldi trio,4,2024-12-05 14:25:22.681927
13-385-5001,right here waiting for you (feat. bowling for soup),blues traveler,4,2024-12-05 14:25:22.681943
89-548-3614,piece of your heart,meduza,3,2024-12-05 14:25:22.682282
89-548-3614,its on,doug e. fresh,5,2024-12-05 14:25:22.682301
89-548-3614,(they call you) gigolette,roy orbison,3,2024-12-05 14:25:22.682318
89-548-3614,love song for a savior,jars of clay,4,2024-12-05 14:25:22.682335
89-548-3614,cuando cuando,tito rodriguez,3,2024-12-05 14:25:22.682351
17-768-7991,today,the louvin brothers,3,2024-12-05 14:25:22.682692
17-768-7991,auld lang syne,the beach boys,5,2024-12-05 14:25:22.682711
17-768-7991,the changeling,the doors,4,2024-12-05 14:25:22.682730
17-768-7991,"and you and i: i. cord of life, ii. eclipse, iii. the preacher the teacher, iv. the apocalypse",yes,5,2024-12-05 14:25:22.682747
17-768-7991,get it up,the time,4,2024-12-05 14:25:22.682764
59-482-4587,american music,the blasters,5,2024-12-05 14:25:22.683101
59-482-4587,that's all right mama,canned heat,4,2024-12-05 14:25:22.683120
59-482-4587,money is (feat. little richard),quincy jones,4,2024-12-05 14:25:22.683137
59-482-4587,big lie,post malone,4,2024-12-05 14:25:22.683153
59-482-4587,lost at sea,ballyhoo!,4,2024-12-05 14:25:22.683169
07-713-8335,mt. washington,local natives,3,2024-12-05 14:25:22.683511
07-713-8335,gloria,the lumineers,4,2024-12-05 14:25:22.683531
07-713-8335,"broke, lovesick, & driftin'",hank williams iii,3,2024-12-05 14:25:22.683549
07-713-8335,human,the human league,3,2024-12-05 14:25:22.683567
07-713-8335,high school heart,john michael montgomery,3,2024-12-05 14:25:22.683583
84-376-0216,steal away,whitesnake,5,2024-12-05 14:25:22.683925
84-376-0216,adios amigo,jim reeves,3,2024-12-05 14:25:22.683944
84-376-0216,all the good girls go to hell,billie eilish,4,2024-12-05 14:25:22.683961
84-376-0216,bad motor scooter,montrose,3,2024-12-05 14:25:22.683977
84-376-0216,donna,the lumineers,5,2024-12-05 14:25:22.683993
60-890-5129,your cheatin' heart,fats domino,3,2024-12-05 14:25:22.684338
60-890-5129,when i fall in love,johnny mathis,3,2024-12-05 14:25:22.684357
60-890-5129,lock up your daughters,slade,3,2024-12-05 14:25:22.684375
60-890-5129,i'm not sayin',gordon lightfoot,3,2024-12-05 14:25:22.684391
60-890-5129,hole in my heart,rick springfield,4,2024-12-05 14:25:22.684407
21-168-5927,can't hide love,"earth, wind & fire",4,2024-12-05 14:25:22.684748
21-168-5927,human nature (feat. cas haley),easy star all-stars,5,2024-12-05 14:25:22.684766
21-168-5927,after the love,brian mcknight,3,2024-12-05 14:25:22.684783
21-168-5927,azure-te,nat king cole,4,2024-12-05 14:25:22.684799
21-168-5927,leaving this town,the beach boys,3,2024-12-05 14:25:22.684815
59-133-2266,turn your radio on,grandpa jones,5,2024-12-05 14:25:22.685147
59-133-2266,i'm holdin' on to love (to save my life),shania twain,4,2024-12-05 14:25:22.685165
59-133-2266,wall of denial,stevie ray vaughan,4,2024-12-05 14:25:22.685182
59-133-2266,aspirin damage,alice cooper,3,2024-12-05 14:25:22.685198
59-133-2266,sardonicus,ub40,4,2024-12-05 14:25:22.685214
04-855-8763,am i going up?,all them witches,4,2024-12-05 14:25:22.685551
04-855-8763,trip to your heart,sly & the family stone,3,2024-12-05 14:25:22.685570
04-855-8763,a kiss to build a dream on,louis armstrong,5,2024-12-05 14:25:22.685587
04-855-8763,black tar,the kills,5,2024-12-05 14:25:22.685604
04-855-8763,coldest winter,kanye west,5,2024-12-05 14:25:22.685620
35-253-3603,castle,halsey,5,2024-12-05 14:25:22.685955
35-253-3603,it's only money,robin trower,5,2024-12-05 14:25:22.685974
35-253-3603,the domino theory,steve wariner,5,2024-12-05 14:25:22.685991
35-253-3603,"me, myself and i",streetwize,5,2024-12-05 14:25:22.686007
35-253-3603,weakest link,trillville,5,2024-12-05 14:25:22.686023
36-554-4054,the old old house,george jones,3,2024-12-05 14:25:22.686358
36-554-4054,don't be angry,nappy brown,5,2024-12-05 14:25:22.686377
36-554-4054,"black label, white lies",confederate railroad,4,2024-12-05 14:25:22.686395
36-554-4054,zoot,zoot sims,5,2024-12-05 14:25:22.686412
36-554-4054,it's on,demi lovato,4,2024-12-05 14:25:22.686428
82-128-4721,speed demon (remix by nero),michael jackson,3,2024-12-05 14:25:22.686766
82-128-4721,you're right i'm wrong,george strait,5,2024-12-05 14:25:22.686785
82-128-4721,how long,the marcus king band,4,2024-12-05 14:25:22.686801
82-128-4721,big black witchcraft rock,the cramps,4,2024-12-05 14:25:22.686817
82-128-4721,mine all mine,van halen,3,2024-12-05 14:25:22.686833
07-244-6582,riders in the sky (a cowboy legend),peggy lee,5,2024-12-05 14:25:22.687299
07-244-6582,she's mine,conway twitty,3,2024-12-05 14:25:22.687324
07-244-6582,time off for bad behavior,confederate railroad,3,2024-12-05 14:25:22.687377
07-244-6582,where ya at,future,3,2024-12-05 14:25:22.687405
07-244-6582,bonny,prefab sprout,5,2024-12-05 14:25:22.687427
25-100-2605,she's a heartbreaker,zz top,4,2024-12-05 14:25:22.688057
25-100-2605,goodbye time,conway twitty,5,2024-12-05 14:25:22.688083
25-100-2605,the baddest,prince buster,5,2024-12-05 14:25:22.688107
25-100-2605,first of the gang to die,morrissey,4,2024-12-05 14:25:22.688128
25-100-2605,the one rose (that's left in my heart),johnny cash,5,2024-12-05 14:25:22.688148
03-244-5353,simple simon,hank thompson,3,2024-12-05 14:25:22.688485
03-244-5353,show me the meaning of being lonely,backstreet boys,3,2024-12-05 14:25:22.688504
03-244-5353,i cast a lonesome shadow,hank thompson,3,2024-12-05 14:25:22.688520
03-244-5353,i can't see your face in my mind,the doors,5,2024-12-05 14:25:22.688536
03-244-5353,wildflowers,dolly parton,4,2024-12-05 14:25:22.688551
10-057-0505,surfin' dead,the cramps,3,2024-12-05 14:25:22.689174
10-057-0505,stormtroopin',ted nugent,5,2024-12-05 14:25:22.689206
10-057-0505,got to get you into my life,"earth, wind & fire",4,2024-12-05 14:25:22.689228
10-057-0505,without you,breaking benjamin,4,2024-12-05 14:25:22.689247
10-057-0505,love will cross over,maxi priest,3,2024-12-05 14:25:22.689263
87-479-6586,origins,tennis,4,2024-12-05 14:25:22.689684
87-479-6586,friday,phish,5,2024-12-05 14:25:22.689705
87-479-6586,wilson,phish,5,2024-12-05 14:25:22.689723
